source_key,source,cohort,referenced_path,reference_file,line,kind,classification
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/_render_wood_closeup.py,7,literal,LEGACY_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/_render_wood_skin_compare.py,6,literal,LEGACY_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/_v2_calib_200.py,12,literal,LEGACY_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/_v2_pilot_2k.py,21,literal,LEGACY_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/gen_4pallet_mask.py,29,literal,LEGACY_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/gen_dataset_v4.py,29,literal,LEGACY_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/_sandbox_parking_lot_check.blend,scripts/data_prep/blender/gen_palletobj_v1.py,569,literal,LEGACY_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/_sandbox_parking_lot_check.blend,scripts/data_prep/blender/gen_palletobj_v1.py,4,literal,LEGACY_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/gen_preview10.py,5,literal,LEGACY_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/gen_topview_test.py,18,literal,LEGACY_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/run_4pallet_mask.sh,41,literal,LEGACY_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/_sandbox_palletobj_production.blend,scripts/data_prep/blender/run_addon_v1.sh,56,literal,LEGACY_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/_sandbox_palletobj_production.blend,scripts/data_prep/blender/run_addon_v1.sh,8,literal,LEGACY_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/_sandbox_palletobj_production.blend,scripts/data_prep/blender/run_chunks.sh,17,literal,LEGACY_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/_sandbox_palletobj_production.blend,scripts/data_prep/blender/run_chunks_v2.sh,9,literal,LEGACY_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/run_dataset_v4.sh,58,literal,LEGACY_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/run_pilot_2k.sh,11,literal,LEGACY_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/_sandbox_palletobj_production.blend,scripts/data_prep/blender/run_trunc_addon.py,6,literal,LEGACY_RUNTIME
