idx,frame_id,label_present,geometry_ok,rendered,pallet_type,diagnostic_mode,noise_tier,image_w,image_h,fx,fy,cx,cy,label_reproj_consistency_px,camera_distance_measured_m,camera_distance_used_m,camera_distance_source,camera_distance_limit_m,elevation_deg_actual,projected_size_actual,object_depth_z_m,mask_m0_area,mask_m0_bbox_w_px,mask_m0_bbox_h_px,mask_m0_min_side_px,bbox_all_w_px,bbox_all_h_px,bbox_all_min_side_px,bbox_all_diag_px,bbox_vis_w_px,bbox_vis_h_px,bbox_vis_min_side_px,bbox_vis_diag_px,bbox_vis_area_px2,visible_kp_min_pair_dist_px,visible_kp_hull_area_px2,inframe_corner_count,visible_corner_count,visible_kp_count,V_vis_label,visible_corner_count_matches_label,pnp_exact_success,pnp_exact_inliers,pnp_exact_reproj_mean_px,pnp_exact_reproj_max_px,pnp_exact_trans_err_cm,pnp_exact_rot_err_deg,canonical3d_exact_reproj_mean_px,mc1px_solve_fail_rate,mc1px_diverged_rate,mc1px_pose_fail_rate,mc1px_trans_cm_q50,mc1px_trans_cm_q90,mc1px_trans_cm_q95,mc1px_rot_deg_q50,mc1px_rot_deg_q90,mc1px_rot_deg_q95,mc1px_reproj_px_q50,mc1px_reproj_px_q90,mc1px_reproj_px_q95,mc2px_solve_fail_rate,mc2px_diverged_rate,mc2px_pose_fail_rate,mc2px_trans_cm_q50,mc2px_trans_cm_q90,mc2px_trans_cm_q95,mc2px_rot_deg_q50,mc2px_rot_deg_q90,mc2px_rot_deg_q95,mc2px_reproj_px_q50,mc2px_reproj_px_q90,mc2px_reproj_px_q95,mc3px_solve_fail_rate,mc3px_diverged_rate,mc3px_pose_fail_rate,mc3px_trans_cm_q50,mc3px_trans_cm_q90,mc3px_trans_cm_q95,mc3px_rot_deg_q50,mc3px_rot_deg_q90,mc3px_rot_deg_q95,mc3px_reproj_px_q50,mc3px_reproj_px_q90,mc3px_reproj_px_q95,physical_valid,physical_violations,physical_unknown,gate_valid,gate_valid_unknown,gate_unknown_fields,G1_pass,G2_pass,G3_pass,G4_pass,G5_pass,pnp_eligible_candidate_2cell,pnp_eligible_candidate_3cell,pnp_eligible_candidate_4cell,tiny_warning,pnp_stress
28,f0028,True,True,True,Pallet_3,context-rich,low,720,480,605.9065,605.9065,360,240,5.6843419e-14,1.1580582,1.1580582,record,10,4.428,1.5229119,1.0934684,62433,391,217,217,1096.4966,217.02722,217.02722,1117.7681,305.38626,217.02722,217.02722,374.64862,66277.133,16.278297,40956.432,6,6,7,6,True,True,7,4.3847937e-06,9.9033955e-06,8.7363613e-07,0,8.2724291e-06,0,0,0,0.45862207,1.0571711,1.3274561,0.18983472,0.32557656,0.34999607,1.2101035,1.7173467,1.8685712,0,0,0,0.87820114,1.9169699,2.2588113,0.38181365,0.68597031,0.79278188,2.476127,3.4649777,3.8121012,0,0,0.005,1.3402523,2.6230206,3.1523263,0.56218357,1.0369814,1.2256624,3.5117154,5.1550597,5.6156764,True,,,True,False,,True,True,True,True,True,True,True,True,False,False
29,f0029,True,True,True,Pallet_1,context-rich,low,640,480,642.50385,642.50385,320,240,5.6843419e-14,9.2545357,9.2545357,record,10,18.068,0.19941329,8.5133996,2976,109,42,42,127.6245,42.681293,42.681293,134.57231,74.064194,42.681293,42.681293,85.482148,3161.1556,9.1890115,1788.424,6,6,7,6,True,True,7,4.572291e-06,8.0236102e-06,3.7584664e-05,6.5021464e-06,4.5705323e-06,0,0.01,0.745,10.039161,27.459747,35.217211,0.99980958,1.8080354,2.0950968,0.95942107,1.3013043,1.4120857,0,0.115,0.925,23.486541,56.611237,79.359918,2.2424375,4.8896758,46.626062,1.9291122,4.9031842,29.244431,0,0.245,0.935,41.33501,180.41366,626.66178,3.7304734,45.853284,46.702954,3.1191463,27.475552,28.792127,True,,,True,False,,True,True,True,True,True,True,True,True,False,True
30,f0030,True,True,True,Pallet_0,context-rich,clean,960,540,577.18184,577.18184,480,270,5.6843419e-14,1.9850498,1.9850498,record,10,53.232,0.48716773,1.890142,74927,459,232,232,467.68102,412.88995,412.88995,623.86188,467.68102,228.27903,228.27903,520.41988,106761.77,26.998763,49846.735,6,6,7,6,True,True,7,1.1469587e-05,1.9990277e-05,7.0666415e-06,4.5177455e-06,1.5622291e-05,0,0,0,0.65770478,1.2582017,1.3584067,0.75603594,1.4662919,1.5806985,1.0128044,1.4235328,1.5892725,0,0,0.005,1.2366575,2.7175187,3.2513344,1.413117,2.7115082,3.1902468,2.0558212,2.8800616,3.2291988,0,0,0.065,1.9160655,3.8303214,4.4230199,1.9930145,4.026389,4.6820443,3.150849,4.1521615,4.6307241,True,,,True,False,,True,True,True,True,True,True,True,True,False,False
31,f0031,True,True,True,Pallet_2,context-rich,low,640,480,605.9065,605.9065,320,240,5.6843419e-14,7.4803056,7.480306,record,10,55.696,0.2166543,7.0630972,7471,137,119,119,138.65875,120.12615,120.12615,183.45719,138.65875,120.12615,120.12615,183.45719,16656.542,8.2970228,8749.3752,8,8,8,8,True,True,8,5.2821174e-06,9.173396e-06,1.9299505e-05,1.0245284e-05,5.2347563e-06,0,0,0.38,4.0604164,10.398589,12.402127,1.3208704,1.9939619,2.4249945,1.0039367,1.3034067,1.4096623,0,0,0.785,9.422456,20.913974,24.434506,2.3906785,4.3601202,4.7156252,2.044124,2.6122899,2.7868126,0,0,0.86,13.686503,38.41049,43.426466,3.8900215,6.7697482,7.7845122,3.0151391,4.1657451,4.4307124,True,,,True,False,,True,True,True,True,True,True,True,True,False,True
32,f0032,True,True,True,Pallet_1,context-rich,clean,960,540,386.31545,386.31545,480,270,5.6843419e-14,7.1089993,7.1089993,record,10,5.071,0.07628833,6.6976395,800,72,17,17,73.236797,16.426049,16.426049,75.056269,73.236797,16.426049,16.426049,75.056269,1202.9912,7.2036002,966.25066,8,8,9,8,True,True,9,6.8075855e-06,1.1735021e-05,4.6447937e-05,8.1891091e-06,6.8180378e-06,0,0,0.615,6.5257387,16.995595,19.756818,0.97963046,1.5364169,1.6932673,1.0159783,1.3391751,1.4440113,0,0,0.825,12.114797,31.013377,38.546109,1.7996743,2.9778438,3.4424868,2.0818673,2.7501741,2.8554616,0,0,0.885,17.944016,50.444286,54.786399,3.1312113,5.0626752,5.725739,3.0692125,4.1621542,4.3815153,True,,,True,False,,True,True,True,True,True,True,False,False,False,True
33,f0033,True,True,True,Pallet_0,context-rich,low,720,480,605.9065,605.9065,360,240,1.1368684e-13,9.7374448,9.7374448,record,10,11.139,0.12727927,8.2681842,1405,87,20,20,91.641077,35.971985,35.971985,98.448315,75.753172,17.278088,17.278088,77.698619,1308.87,7.8231019,1043.3314,5,5,6,5,True,True,6,8.7402412e-06,1.3955525e-05,9.66663e-05,1.0316186e-05,8.7818162e-06,0,0.02,0.655,7.1735768,23.46029,27.589515,1.1754667,1.9145127,2.2148327,0.86660635,1.3000593,1.4523561,0,0.07,0.875,22.561996,70.357019,86.469963,2.3225055,4.4132527,58.865891,1.7754761,2.9029013,29.145976,0,0.135,0.935,40.01629,84.3432,117.80748,3.6855497,10.228655,62.162404,2.6880956,5.5521506,30.184899,True,,,True,False,,True,True,True,True,True,True,False,False,False,True
34,f0034,True,True,True,Pallet_0,context-rich,clean,640,480,593.74886,593.74886,320,240,5.6843419e-14,2.2807806,2.2807806,record,10,9.274,0.55871857,2.1728595,32203,352,123,123,357.57989,126.29649,126.29649,379.2284,357.4299,126.29649,126.29649,379.08698,45142.141,18.093779,25127.241,8,7,8,7,True,True,8,6.5496367e-06,1.194115e-05,3.6070215e-06,2.0913098e-06,5.0645153e-06,0,0,0,0.5587857,1.3653195,1.5448274,0.22879195,0.38285171,0.43211749,1.0516198,1.4167959,1.4915062,0,0,0,1.1593163,2.3361811,2.7477593,0.46236795,0.75934769,0.8557984,2.2061652,2.9279267,3.1063089,0,0,0.03,1.4808181,3.5862438,4.6769032,0.66941687,1.1842238,1.3338616,3.1336876,4.2629238,4.5418488,True,,,True,False,,True,True,True,True,True,True,True,True,False,False
35,f0035,True,True,True,Pallet_2,controlled-occlusion,medium,960,540,692.1887,692.1887,480,270,1.1368684e-13,2.1995518,2.1995518,record,10,32.254,0.54303342,2.0768735,102558,491,328,328,521.31208,333.91018,333.91018,619.08182,388.30003,333.91018,333.91018,512.12588,129657.33,43.021856,56623.728,7,5,6,5,True,True,6,1.8676499e-05,3.4087256e-05,2.37284e-05,2.4148365e-06,1.8676499e-05,0,0,0,0.66315083,1.5085452,1.802409,0.38370168,0.69999026,0.82226342,0.95004306,1.3866894,1.4863028,0,0,0,1.3889401,3.4455581,3.8258848,0.75826805,1.5535776,1.790415,1.8520343,2.7249433,2.8416157,0,0,0.11,2.0929607,5.4591297,6.0867355,1.2708726,2.2680772,2.5869628,2.7293295,3.9417139,4.2249885,True,,,True,False,,True,True,True,True,True,True,True,True,False,False
36,f0036,True,True,True,Pallet_3,controlled-occlusion,clean,640,480,432.46403,432.46403,320,240,1.1368684e-13,1.4090867,1.4090869,record,10,49.042,0.77408951,1.3924591,95215,466,294,294,495.41728,296.05541,296.05541,577.13698,342.03996,296.05541,296.05541,452.37168,101262.78,27.214319,48120.024,7,6,7,6,True,True,7,1.3499821e-05,5.6680766e-05,3.1659933e-06,5.1226419e-06,0.00017323264,0,0,0,0.77102137,1.7447205,2.006742,0.62469429,1.345587,1.5623976,1.1919573,1.9041319,2.1115379,0,0,0.005,1.2562608,3.1872558,3.7835345,1.1699377,2.5437568,2.8449253,2.3128555,3.3878344,3.9577281,0,0,0.08,2.1809365,4.6305425,5.7088135,2.0091305,4.0311617,5.2908243,3.3749241,4.9862586,5.6708183,True,,,True,False,,True,True,True,True,True,True,True,True,False,False
37,f0037,True,True,True,Pallet_3,controlled-occlusion,low,560,560,364.33645,364.33645,280,280,5.6843419e-14,4.9247324,4.924732,record,10,30.995,0.19072145,4.7399667,4357,106,50,50,106.80401,49.635521,49.635521,117.77428,51.204144,46.263836,46.263836,69.008745,2368.9001,9.8100301,1160.8056,8,4,5,4,True,True,5,1.4204765e-05,1.9444854e-05,4.8146678e-05,4.0407944e-05,1.423147e-05,0,0.355,0.85,21.855608,320.61421,348.65682,3.4205891,75.340017,90.835777,1.2553109,10.059391,11.029231,0,0.29,0.92,29.90822,289.79741,319.02817,5.3091083,52.692674,76.005682,2.1830807,10.195532,11.681703,0,0.295,0.97,43.224292,266.66872,323.57264,10.354019,59.625871,82.015408,4.008549,11.195116,12.883583,True,,,True,False,,True,True,True,True,True,True,True,True,False,True
38,f0038,True,True,True,Pallet_3,controlled-occlusion,clean,640,480,605.9065,605.9065,320,240,1.1368684e-13,2.0548089,2.0548089,record,10,8.476,0.72064276,1.9402035,31244,344,135,135,461.21137,136.48007,136.48007,480.98101,23.891884,136.48007,23.891884,138.55551,3260.766,11.488517,1372.1902,6,4,5,4,True,True,5,34.927042,94.113759,4.1834786e+11,146.41147,34.866653,0,0.65,0.925,4718.9442,7.9823293e+12,7.5027379e+32,4.4616426,147.01876,150.6671,34.50605,36.286301,38.444192,0,0.6,0.94,2370.4039,1.3849608e+15,9.2014269e+28,5.9931883,146.69524,150.05299,33.717276,36.481912,37.901129,0,0.605,0.96,852.48952,3.7568054e+11,1.3644652e+16,9.1627774,148.68242,154.71208,31.780136,37.024963,38.072033,True,,,True,False,,True,True,True,True,True,True,False,False,False,True
39,f0039,True,True,True,Pallet_0,controlled-occlusion,clean,720,480,605.9065,605.9065,360,240,1.1368684e-13,9.65936,9.65936,record,10,68.017,0.12532785,9.0978585,4876,90,85,85,90.236051,86.450634,86.450634,124.96502,90.236051,64.938392,64.938392,111.17347,5859.7841,3.2408847,2761.719,8,6,6,6,True,True,6,1.1157044e-05,1.5740945e-05,0.00015373019,1.3976877e-05,1.0441985e-05,0,0.12,0.875,14.054969,41.763295,49.070974,4.7912952,46.188068,51.822624,1.0991715,10.176658,12.37536,0,0.14,0.98,23.080152,59.351783,67.275088,12.350805,46.974758,52.712516,2.5019231,12.42634,14.303586,0,0.225,1,38.257328,88.887104,111.13966,23.368831,51.534778,58.842298,3.6694115,11.247751,13.974492,True,,,True,False,,True,True,True,True,True,True,True,True,False,True
40,f0040,True,True,True,Pallet_1,controlled-occlusion,clean,640,480,536.74352,536.74352,320,240,2.8421709e-14,2.9229182,2.9229182,record,10,44.823,0.37766625,2.7814613,33814,240,219,219,241.7064,240.00267,240.00267,340.62188,170.38848,95.296455,95.296455,195.22717,16237.418,17.243522,8280.2266,6,4,5,4,True,True,5,4.8841066e-06,1.247188e-05,7.6486126e-06,1.0173887e-05,4.9113841e-06,0,0,0.03,1.8841159,4.2363881,4.6031343,0.96395495,1.7166086,1.8971427,0.76698579,1.2032771,1.3883668,0,0,0.34,3.6123842,9.4776929,29.234065,2.0491555,4.25214,8.4358009,1.5491281,2.6103209,9.3874506,0,0,0.595,5.7559912,17.227332,28.157737,3.1494944,6.460912,32.991109,2.2996882,4.6848401,18.498135,True,,,True,False,,True,True,True,True,True,True,True,True,False,False
41,f0041,True,True,True,Pallet_0,controlled-occlusion,clean,640,480,346.53429,346.53429,320,240,5.6843419e-14,3.4362166,3.436217,record,10,31.602,0.23656137,3.2445643,9817,150,97,97,151.39928,99.805655,99.805655,181.33646,78.561454,59.826024,59.826024,98.747431,4700.0194,11.908675,2241.8206,8,4,5,4,True,True,5,8.8513478e-06,2.080893e-05,0.00010035826,1.5080649e-05,8.2721464e-06,0,0.055,0.475,4.6097402,67.06986,100.83094,1.6204439,8.3453137,18.335093,0.86912973,5.918072,9.5149966,0,0.095,0.79,12.004742,79.916515,116.37562,3.8533344,19.382737,20.455559,1.9663677,14.330235,15.27385,0,0.135,0.895,17.328877,112.73987,182.35437,5.4338858,20.332477,25.301424,3.0651422,14.139694,15.419076,True,,,True,False,,True,True,True,True,True,True,True,True,False,True
42,f0042,True,True,True,Pallet_3,controlled-occlusion,low,960,540,568.55574,568.55574,480,270,5.6843419e-14,4.972771,4.972771,record,10,18.312,0.17127328,4.8295589,7012,163,56,56,164.42235,56.981051,56.981051,174.01595,77.491702,50.960369,50.960369,92.746553,3949.0057,15.542478,1934.7603,8,4,5,4,True,True,5,1.3325649e-05,1.8676566e-05,6.9626497e-06,2.0022767e-05,1.3678773e-05,0,0.33,0.77,15.350007,537.03811,592.60169,1.9360533,35.489447,43.879612,1.3147986,19.2865,20.913153,0,0.34,0.915,29.233081,499.79538,570.18342,3.136657,32.419314,46.18726,2.3565376,19.533948,20.802244,0,0.32,0.955,32.555117,533.20518,682.21343,4.6538891,36.679475,47.566479,3.2304961,19.472159,21.072206,True,,,True,False,,True,True,True,True,True,True,True,True,False,True
43,f0043,True,True,True,Pallet_2,controlled-occlusion,clean,560,560,452.10014,452.10014,280,280,5.6843419e-14,8.9944199,8.9944199,record,10,26.339,0.149954,8.4305094,2132,83,47,47,83.974241,47.98652,47.98652,96.71804,45.753157,47.98652,45.753157,66.302772,2195.5348,8.3875517,1227.9308,8,6,7,6,True,True,7,4.7749268e-06,6.3066001e-06,6.9697303e-05,1.1830235e-05,4.8101866e-06,0,0.01,0.8,14.412537,35.089972,46.57936,1.6392694,3.461787,40.880119,0.98716749,1.4514596,15.973825,0,0.065,0.91,26.878846,76.053296,126.91915,3.4835781,41.487226,43.045164,2.0626638,16.013564,16.497045,0,0.235,0.99,44.839478,184.84967,398.04956,6.7908987,44.649128,46.123917,3.3610461,16.2561,17.720237,True,,,True,False,,True,True,True,True,True,True,True,True,False,True
44,f0044,True,True,True,Pallet_2,controlled-occlusion,low,640,480,605.9065,605.9065,320,240,5.6843419e-14,3.709087,3.709087,record,10,7.909,0.42248955,3.5022156,11889,242,72,72,270.39331,73.352136,73.352136,280.16616,134.2851,44.17921,44.17921,141.3658,5932.6095,25.950187,3604.4985,6,4,5,4,True,True,5,3.8218189e-06,5.9102484e-06,1.7596154e-05,2.4148365e-06,4.1107207e-06,0,0,0.19,2.9028301,6.0636433,8.247863,0.7309064,1.4129808,1.5493913,0.84675065,1.3060309,1.495876,0,0,0.515,5.1241681,14.573727,18.042817,1.4748033,2.5975168,3.0357678,1.6317723,2.505763,3.0559627,0,0.01,0.77,9.6394099,25.064843,40.130967,2.3257206,4.2224169,4.8785757,2.3948923,4.6636332,7.1117388,True,,,True,False,,True,True,True,True,True,True,True,True,False,True
45,f0045,True,True,True,Pallet_1,controlled-occlusion,low,960,540,605.9065,605.9065,480,270,1.1368684e-13,3.8722679,3.8722678,record,10,32.46,0.27179758,3.6562952,21450,259,164,164,260.92567,167.09571,167.09571,309.8438,206.23149,146.36942,146.36942,252.89412,30185.984,16.970492,11459.769,8,5,6,5,True,True,6,1.6173708e-05,2.2705009e-05,1.2165572e-05,6.0370913e-06,1.6946929e-05,0,0,0.035,1.6266633,3.8777903,4.3751553,0.63315511,1.0752948,1.2010911,0.94138906,1.3564419,1.4414061,0,0,0.355,3.3475282,9.3099726,10.706704,1.3525455,2.2334955,2.6815134,1.9367828,2.7707969,3.0331314,0,0.005,0.56,6.0392212,13.867544,18.047785,2.094396,3.7635285,4.2767805,2.7894437,4.00416,4.3815201,True,,,True,False,,True,True,True,True,True,True,True,True,False,False
46,f0046,True,True,True,Pallet_3,controlled-occlusion,low,640,480,624.48577,624.48577,320,240,1.1368684e-13,2.0190062,2.0190062,record,10,23.731,0.78220972,1.9670768,66092,495,163,163,500.61422,163.30857,163.30857,526.5779,251.85376,158.82479,158.82479,297.75095,40000.621,41.061437,18726.57,8,4,5,4,True,True,5,3.1678814e-06,5.457444e-06,5.6113272e-07,1.7075473e-06,3.4863233e-06,0,0,0,0.84416368,1.9219819,2.2959474,0.43330994,0.73383128,0.81576162,0.78772072,1.1715009,1.2659349,0,0.01,0.03,1.6410035,3.4451126,4.1113184,0.85311448,1.5725606,1.8075228,1.6052146,2.4803982,2.7820388,0,0.01,0.175,2.4269614,5.9157759,7.4953349,1.4166793,2.3271294,2.8026889,2.2681583,3.8843755,4.2132862,True,,,True,False,,True,True,True,True,True,True,True,True,False,False
47,f0047,True,True,True,Pallet_3,controlled-occlusion,clean,720,480,389.99099,389.99099,360,240,5.6843419e-14,8.2517864,8.2517864,record,10,6.148,0.11145101,7.7915495,881,79,16,16,80.24473,16.194781,16.194781,81.862615,40.890262,11.89968,11.89968,42.58657,486.58104,7.7210096,283.49576,8,4,5,4,True,True,5,6.0402878e-06,1.1487066e-05,0.00023695341,1.6730478e-05,6.0665779e-06,0,0.29,0.875,28.337812,847.00035,929.78633,2.782269,29.836838,39.048874,0.93733771,8.0059641,10.032061,0,0.38,0.985,67.608879,719.40086,922.03129,6.5418569,34.387466,40.890551,1.967479,7.9796822,12.695762,0,0.535,1,109.01735,671.68055,807.19202,7.8105906,31.820897,38.565832,2.8115865,8.0877671,11.497967,True,,,True,False,,True,True,True,True,True,False,False,False,True,True
48,f0048,True,True,True,Pallet_0,controlled-occlusion,clean,640,480,605.9065,605.9065,320,240,2.2737368e-13,1.4386213,1.4386211,record,10,12.136,1.0278137,1.4386213,104310,623,260,260,657.80077,269.47154,269.47154,710.85636,355.03515,240.75539,240.75539,428.9675,85476.625,28.309192,46618.431,6,5,6,5,True,True,6,2.690964e-05,5.5536856e-05,8.0647221e-06,2.4148365e-06,2.6957152e-05,0,0,0,0.45033282,1.0173236,1.2475512,0.22954996,0.40059019,0.46151238,0.92680352,1.4572727,1.6065369,0,0,0,0.96288077,2.1451441,2.5052577,0.51786128,0.87060529,1.025289,1.8896397,2.7015996,3.0468902,0,0,0.02,1.3978424,3.6172409,4.1560161,0.75097629,1.3810875,1.5341175,2.8925179,4.1720149,4.7289518,True,,,True,False,,True,True,True,True,True,True,True,True,False,False
49,f0049,True,True,True,Pallet_2,controlled-occlusion,clean,640,480,679.67167,679.67167,320,240,2.8421709e-14,2.512459,2.512459,record,10,4.602,0.72943427,2.3765607,23497,338,98,98,466.83793,99.014021,99.014021,477.22262,44.437764,99.014021,44.437764,108.52876,4399.9617,16.393509,2520.3519,6,4,5,4,True,True,5,30.613061,68.058108,24835606,159.98519,30.306822,0,0.575,0.945,503.8231,6.6084405e+15,2.2205571e+26,4.8091219,160.28769,161.00758,27.273259,31.432327,32.261749,0,0.565,0.97,231.6741,1.0898616e+14,1.1876795e+31,8.0784606,160.88102,162.97681,24.693401,32.252313,33.211111,0,0.585,0.98,169.71999,2.4430145e+13,6.0953406e+27,10.442296,159.11419,164.71383,22.149618,32.851199,40.303759,True,,,True,False,,True,True,True,True,True,True,True,True,False,True
