proposal_index,usable_slot,diagnostic_mode,framespec_canonical_sha256,plan_canonical_sha256,frame_seed,attempt_seed,target_side,f_target,elevation_deg,projected_size_ratio,camera_distance_m,selected_assets,target_mask_stats,old_outcome,old_solver_fail_reason,old_explicit_visible_pixels,old_side_actual,old_side_match,old_realization_attempt_count,old_lowres_render_count,old_runtime_s,old_stage_cargo_s,old_stage_context_s,old_stage_explicit_s,old_reject_counts
113,45,controlled-occlusion,754eec000b40244fddcf72d4868be5f3cb03e7b0880d143e188a3043bce2acde,0ddbdb57a0ad41f8e23d08bb3b55d994839baf7ce2808dfbece25c258efc0a22,7697057700150369961,7697057700150369961,left,0.3290793167680911,15.272581086458707,0.28382261093391215,4.468842698138117,"['Dist_portable_generator', 'Dist_Shelf_01', 'Dist_wooden_bookshelf_worn', 'Dist_covered_car', 'Dist_forklift_02', 'Dist_forklift_01']","{'visible_pixels': 699, 'bbox_px': [37, 0, 90, 19], 'centroid_px': [63.359084406294706, 8.414878397711016], 'centroid_norm': [0.4988904283960213, 0.06625888502134658]}",accepted,,805,left,True,8,59,65.30609941482544,0.015585,21.320899,37.63962,"{""camera_clearance"": 9, ""candidate_budget_exhausted"": 3, ""score_callback"": 13}"
118,49,controlled-occlusion,c44bf43fca925dc2ba999c595eff55e5b04d61268ff19b46d207d67a1a23f9e5,e91b52100755dd7997196173d5a89536f2c613e6cb95018426e2b13f30d5e39a,10779393065448705651,10779393065448705651,right,0.2957990747707349,12.466014624131162,0.43762620573597755,2.115253780459358,"['Dist_forklift_01', 'Dist_construction_sign_01', 'Dist_chinese_screen_panels', 'Dist_utility_box_01', 'Dist_potted_plant_01', 'Dist_concrete_road_barrier_02']","{'visible_pixels': 2284, 'bbox_px': [0, 25, 112, 61], 'centroid_px': [47.52101576182137, 39.753502626970224], 'centroid_norm': [0.2488011296430438, 0.313019705724175]}",expensive_reject,bounded_local_search_exhausted,0,,,20,75,72.83314037322998,4.976738,27.500725,39.171364,"{""candidate_budget_exhausted"": 11, ""collision"": 8, ""score_callback"": 23, ""support"": 5}"
120,49,controlled-occlusion,abeced4ee9748f53d5225d31430c6f56030b8841287f930e6b056a7a74fdd82c,ad28ec5c6e0310a038a1fe03169d4eb1455e28e41b5fe625651676dc012f49dc,5168844479451986977,5168844479451986977,bottom,0.17497335320751256,78.1181645510026,0.09673836897228094,9.770777625160576,"['Dist_cargo_truck_01', 'Dist_chinese_screen_panels', 'Dist_water_dispenser_01', 'Dist_Shelf_01', 'Dist_delivery_truck_01', 'Dist_delivery_van_01']","{'visible_pixels': 155, 'bbox_px': [82, 113, 95, 127], 'centroid_px': [88.2258064516129, 120.65806451612903], 'centroid_norm': [0.6946913893827787, 0.9500635001270002]}",expensive_reject,bounded_local_search_exhausted,0,,,17,105,59.793081283569336,0.021195,36.669306,20.662082,"{""candidate_budget_exhausted"": 8, ""score_callback"": 12, ""support"": 24}"
121,49,controlled-occlusion,9a233076f43b04202b33bbfb0880a5650d5e606997cd9bf3ec69848616e89eb0,a592b83faebde808cc183d32fcb0633bbeef4a0e1b3f6cec6add8dc63ff0d3ea,6831511138261656645,6831511138261656645,left,0.4495132565574447,46.859257384919886,0.2054328926292026,3.379536040688755,"['Dist_portable_welding_cart', 'Dist_construction_sign_01', 'Dist_Shelf_01', 'Dist_utility_box_01', 'Dist_water_dispenser_01', 'Dist_wooden_bookshelf_worn']","{'visible_pixels': 1517, 'bbox_px': [80, 17, 146, 69], 'centroid_px': [114.51680949241924, 42.997363216875414], 'centroid_norm': [0.5044793369710099, 0.3385619150935072]}",accepted,,2710,left,True,9,73,75.17262387275696,7.179466,23.508964,38.158153,"{""candidate_budget_exhausted"": 4, ""score_callback"": 23}"
128,53,controlled-occlusion,6103dd6dad48385112a25a8ba06ce5a97abf292b2f0bb5b05e1047a97ae6ada1,6bacfed3737bd2f9e156475f26a0f5951af3b51c785de936f4082b15ba710e47,15158420102389181302,15158420102389181302,right,0.2706757082905613,23.953768753390325,0.5340155169561249,1.9501339639173114,"['Dist_painted_wooden_cabinet', 'Dist_chinese_screen_panels', 'Dist_water_dispenser_01', 'Dist_wooden_bookshelf_worn', 'Dist_Shelf_01', 'Dist_drawer_cabinet']","{'visible_pixels': 3666, 'bbox_px': [38, 88, 155, 127], 'centroid_px': [89.65302782324059, 110.3202400436443], 'centroid_norm': [0.5273707519014152, 0.8686633074302701]}",expensive_reject,bounded_local_search_exhausted,0,,,20,93,88.16813659667969,15.740115,14.739975,56.413544,"{""camera_clearance"": 7, ""candidate_budget_exhausted"": 11, ""collision"": 1, ""score_callback"": 26, ""support"": 2}"
132,53,controlled-occlusion,58f4d5c7212903442d8598c92da17a85dd49b576ff8119f49650fbcba21db552,7255a2667c8577541e78ad268af2986c3c338f9156ccec12523215dfac7b8c77,11332545152207732124,11332545152207732124,right,0.10291382724138247,1.7496564800422258,0.3540691845241032,1.608875979690051,"['Dist_traffic_barricade_01', 'Dist_chinese_screen_panels', 'Dist_utility_box_01', 'Dist_portable_welding_cart', 'Dist_forklift_01', 'Dist_old_military_compressor']","{'visible_pixels': 1406, 'bbox_px': [0, 78, 92, 97], 'centroid_px': [45.91394025604552, 85.9054054054054], 'centroid_norm': [0.27008200150615014, 0.6764205150031921]}",accepted,,2897,right,True,8,35,26.834275722503662,0.019535,14.235736,7.202658,"{""candidate_budget_exhausted"": 3, ""score_callback"": 2, ""support"": 18}"
136,55,controlled-occlusion,b07d99fc707752fb87cd11658e637a8da6f02b516303f3f7feba0112bbd63e49,56afe7c9618004ab3a80675b912119c19182d9fe779e63c33f48cf8506bc76f1,5293247083276632525,5293247083276632525,right,0.16124306670200617,36.87987025454237,0.4821920800778217,1.374074925508473,"['Dist_traffic_barricade_01', 'Dist_construction_sign_01', 'Dist_chinese_screen_panels', 'Dist_utility_box_01', 'Dist_portable_welding_cart', 'Dist_forklift_02']","{'visible_pixels': 5261, 'bbox_px': [12, 41, 119, 127], 'centroid_px': [60.87359817525185, 82.18570613951721], 'centroid_norm': [0.35807998926618734, 0.6471315444056474]}",expensive_reject,bounded_local_search_exhausted,0,,,18,44,44.46357560157776,0.017712,23.016119,19.577502,"{""camera_clearance"": 19, ""candidate_budget_exhausted"": 9, ""score_callback"": 14, ""support"": 3}"
137,55,controlled-occlusion,7ce2e9ba491f0e2b8b4b940ac7005657e5c54ae93af0738e849e720112ddbf52,73e0d838d0e216c6c42386305bcf1b621b14de8ac7cb1fe99beecfc6e4b0fcb8,277777493609332788,277777493609332788,right,0.21177009451692813,12.166735617941903,0.07113505634435796,7.546014355470209,"['Dist_forklift_02', 'Dist_chinese_screen_panels', 'Dist_Shelf_01', 'Dist_water_dispenser_01', 'Dist_delivery_van_01', 'Dist_covered_car']","{'visible_pixels': 104, 'bbox_px': [133, 87, 157, 93], 'centroid_px': [145.33653846153845, 89.97115384615384], 'centroid_norm': [0.6402490681125041, 0.7084342822531798]}",accepted,,424,right,True,2,63,49.160359382629395,5.099745,15.785945,21.699827,"{""score_callback"": 9}"
142,59,controlled-occlusion,b3d9f816835c28fddfd564445622dabcf75cd44f01fc6f419982bde342345c36,ffdccdc42a2a258468f79dea4e18dac74c5840b28f55814ec819dcd6c71c8379,292631393152029020,292631393152029020,bottom,0.3398625913123031,77.80318123378711,0.08729626591332634,7.953007580789878,"['Dist_portable_generator', 'Dist_Shelf_01', 'Dist_water_dispenser_01', 'Dist_delivery_truck_01', 'Dist_delivery_van_01', 'Dist_covered_car']","{'visible_pixels': 253, 'bbox_px': [101, 52, 126, 76], 'centroid_px': [113.51383399209486, 63.66403162055336], 'centroid_norm': [0.5000609426964532, 0.5012915875634123]}",expensive_reject,bounded_local_search_exhausted,0,,,19,135,133.57814717292786,11.874706,80.725242,39.706583,"{""candidate_budget_exhausted"": 11, ""collision"": 1, ""score_callback"": 17, ""support"": 18}"
143,59,controlled-occlusion,ab1f62aa57982b02ef0ec82dfbcc6a024550a028055f221bc6ec292873c202ac,c3ccdf3fac44b0447546045ba0dffeb520970d7ff84f11d4846349185459be9a,16635933437188481130,16635933437188481130,left,0.165924172579748,3.446048302725748,0.16103721540703184,4.262854759135113,"['Dist_propane_tank', 'Dist_construction_sign_01', 'Dist_chinese_screen_panels', 'Dist_utility_box_01', 'Dist_cargo_truck_01', 'Dist_covered_car']","{'visible_pixels': 229, 'bbox_px': [0, 63, 40, 69], 'centroid_px': [19.868995633187772, 65.84279475982532], 'centroid_norm': [0.11687644490110455, 0.5184472028332703]}",expensive_reject,bounded_local_search_exhausted,0,,,18,78,60.79854941368103,0.016456,18.274287,41.190735,"{""camera_clearance"": 2, ""candidate_budget_exhausted"": 9, ""score_callback"": 25, ""support"": 9}"
146,59,controlled-occlusion,42029f1d43fd43f13c9276f5b1d21f9fbb24fe65000c875a5955a738f22bf6a8,e3858c96049e7f79f9c3f700fb3d65a923f898ac7b56068ed2133c6d639e6cd0,9026272252067271591,9026272252067271591,bottom,0.24104336438610516,3.028924675092468,0.28305528439132166,3.2542381112056074,"['Dist_metal_toolbox', 'Dist_potted_plant_01', 'Dist_sledgehammer_01', 'Dist_korean_fire_extinguisher_01', 'Dist_bollard_01', 'Dist_power_box_01']","{'visible_pixels': 421, 'bbox_px': [129, 60, 170, 72], 'centroid_px': [150.37767220902612, 65.72209026128266], 'centroid_norm': [0.884574542406036, 0.5174967737108871]}",expensive_reject,bounded_local_search_exhausted,0,,,21,89,66.20333194732666,3.311832,24.879932,36.175059,"{""candidate_budget_exhausted"": 12, ""score_callback"": 35, ""support"": 1}"
147,59,controlled-occlusion,093c3246e1f4804c89a4232805f1c63185651067917494b451d2ecd8e80157f0,b216f2dc04dfa23a5f66987e4c0a5ed210541e58758e9b0715e311240d2674d3,2679912555538075380,2679912555538075380,right,0.1971867501066144,43.87948566680093,0.526066947800193,1.9795993670192296,"['Dist_planter_box_01', 'Dist_construction_sign_01', 'Dist_chinese_screen_panels', 'Dist_utility_box_01', 'Dist_portable_welding_cart', 'Dist_concrete_road_barrier_02']","{'visible_pixels': 6919, 'bbox_px': [6, 29, 130, 125], 'centroid_px': [64.26622344269403, 73.05362046538517], 'centroid_norm': [0.37803660848643544, 0.5752253579951588]}",accepted,,8024,right,True,9,71,88.09187388420105,0.019156,56.36854,24.037886,"{""candidate_budget_exhausted"": 4, ""collision"": 1, ""score_callback"": 11, ""support"": 8}"
154,63,controlled-occlusion,ac7e72a946de005452859d244e5a0eb2d7780e638695624562c4f1ca762ff1d7,29ad1379df6c2616afc61c280dbaaa20d1d94c4ea64cce6d1a9fbaf539029224,12421794763130786124,12421794763130786124,left,0.13714750827318622,18.838503496431603,0.22440173006486192,4.64079219252895,"['Dist_wine_barrel_01', 'Dist_construction_sign_01', 'Dist_chinese_screen_panels', 'Dist_utility_box_01', 'Dist_cargo_truck_01', 'Dist_delivery_truck_01']","{'visible_pixels': 864, 'bbox_px': [0, 60, 55, 83], 'centroid_px': [27.17824074074074, 71.24768518518519], 'centroid_norm': [0.15987200435729848, 0.5610053951589385]}",expensive_reject,bounded_local_search_exhausted,0,,,21,100,92.62316823005676,0.019722,28.989252,60.237348,"{""candidate_budget_exhausted"": 12, ""score_callback"": 36}"
155,63,controlled-occlusion,7ae44fbb9f8303ef47b39aa477aabf065cf0c3e0b5eb829f2d97a3172657b207,f6af75bee36227a6196079c0c64ba77617d36b32dd97c35aa346d67f5dc682a0,3633156446211841071,3633156446211841071,right,0.20139072164260288,12.740421430234273,0.09598872660551264,8.197685139827135,"['Dist_concrete_road_barrier_02', 'Dist_construction_sign_01', 'Dist_chinese_screen_panels', 'Dist_utility_box_01', 'Dist_forklift_02', 'Dist_cargo_truck_01']","{'visible_pixels': 177, 'bbox_px': [0, 69, 32, 77], 'centroid_px': [15.627118644067796, 72.57627118644068], 'centroid_norm': [0.08181737509983139, 0.5714667022554384]}",accepted,,730,right,True,4,74,42.384862661361694,6.140389,8.166595,22.489588,"{""score_callback"": 7}"
158,65,controlled-occlusion,1d2fac12258aafaf263167125543b590d81bf6eab482543cea1a0ef547a9fc9e,dcd11ad1ff78a4fe647b6cac85dc4d13257426399d15ae34c86280c168f9075d,11791339247361642010,11791339247361642010,right,0.29693888819819236,3.545732345961853,0.29570855265420126,3.575864695219706,"['Dist_power_box_01', 'Dist_construction_sign_01', 'Dist_chinese_screen_panels', 'Dist_water_dispenser_01', 'Dist_utility_box_01', 'Dist_Shelf_01']","{'visible_pixels': 309, 'bbox_px': [48, 0, 119, 6], 'centroid_px': [81.73462783171522, 2.042071197411003], 'centroid_norm': [0.4807919284218542, 0.01607930076701577]}",expensive_reject,bounded_local_search_exhausted,0,,,21,92,43.55709099769592,0.01798,7.248233,34.201158,"{""candidate_budget_exhausted"": 12, ""score_callback"": 33, ""support"": 3}"
159,65,controlled-occlusion,ed875e2c5bb0ec18a5c13154ae3d40e96ec65fcd51d34a4de3c0633d4b3b9746,a6c194ea6f206ff48e96ba1a5ca4b56589cec5ff4854826708f062049c0e8397,10355578140301210918,10355578140301210918,right,0.12240496389104516,10.015334150162937,0.12565301602112766,5.661226906323537,"['Dist_traffic_barricade_01', 'Dist_construction_sign_01', 'Dist_chinese_screen_panels', 'Dist_utility_box_01', 'Dist_portable_welding_cart', 'Dist_covered_car']","{'visible_pixels': 239, 'bbox_px': [95, 1, 134, 10], 'centroid_px': [113.13807531380753, 5.368200836820083], 'centroid_norm': [0.49840561812250017, 0.04226929792771719]}",accepted,,991,right,True,2,57,46.47523212432861,5.049086,12.881936,22.131578,"{""score_callback"": 7}"
163,69,controlled-occlusion,2427d6379c38aa2e65893e6bfce0d988d0ca7263fc46394ceeaa03c835f4e1fc,119d8865622196898179997b89e49b1801fa9b93742f3a71b1c456652dc49250,15220104285921290163,15220104285921290163,left,0.27683038399999904,10.73199545943395,0.8049923202759377,1.4784904801761165,"['Dist_metal_jerrycan', 'Dist_construction_sign_01', 'Dist_chinese_screen_panels', 'Dist_utility_box_01', 'Dist_portable_welding_cart', 'Dist_concrete_road_barrier']","{'visible_pixels': 4444, 'bbox_px': [0, 13, 127, 57], 'centroid_px': [67.2011701170117, 32.66651665166517], 'centroid_norm': [0.5291430717874936, 0.25721666654854464]}",expensive_reject,bounded_local_search_exhausted,0,,,19,74,82.61688041687012,0.016881,27.925386,53.245141,"{""candidate_budget_exhausted"": 10, ""collision"": 4, ""score_callback"": 24, ""support"": 8}"
166,69,controlled-occlusion,3b6a388ff7f1f461130823b5ae258b6e3b8c1f12b11707e5313e984e0691b0f0,8fdc588d6468eb58d03d912e91871c10a81236add494829b540cf21f589ed64b,6913298912175128978,6913298912175128978,bottom,0.18870592109118398,65.6372519803622,0.23525376625478855,4.426716789507733,"['Dist_concrete_road_barrier_02', 'Dist_construction_sign_01', 'Dist_Shelf_01', 'Dist_water_dispenser_01', 'Dist_utility_box_01', 'Dist_drawer_cabinet']","{'visible_pixels': 1205, 'bbox_px': [22, 54, 70, 90], 'centroid_px': [47.40746887966805, 73.19170124481327], 'centroid_norm': [0.27886746399804735, 0.5763126082268761]}",accepted,,720,bottom,True,6,57,54.1078143119812,9.398946,11.211143,25.426892,"{""candidate_budget_exhausted"": 1, ""collision"": 8, ""score_callback"": 7, ""support"": 4}"
173,73,controlled-occlusion,d5e704659d32dce3772bfe8d094bc05d0fa36c50373c65fc6ad755ab64f747c8,80944c365479a936ca90e95b7e3532520f7b1b58e61976868fecf50ad72276d3,18187797613129918218,18187797613129918218,left,0.1150761980439105,18.84690993103562,0.0942514050031087,7.58311249519336,"['Dist_construction_sign_01', 'Dist_chinese_screen_panels', 'Dist_utility_box_01', 'Dist_cargo_truck_01', 'Dist_delivery_van_01', 'Dist_covered_car']","{'visible_pixels': 197, 'bbox_px': [23, 120, 59, 127], 'centroid_px': [42.51776649746193, 124.51776649746193], 'centroid_norm': [0.18730293611216708, 0.9804548543107239]}",expensive_reject,bounded_local_search_exhausted,0,,,21,122,57.78732466697693,5.909488,12.616293,37.250034,"{""candidate_budget_exhausted"": 12, ""score_callback"": 36}"
174,73,controlled-occlusion,5d111c3e191a6a806ccf98f116964ce246a850f0d7e8a3fc5d03d2b287ee5afd,1b966c187200b1573ae849b4aad07c4933cdf7902d0ba05fa5a89dbdff8c750a,1318650020196764431,1318650020196764431,right,0.14832489796501136,4.309096926338414,0.2518769164014956,3.6751699970613685,"['Dist_plastic_crate_01', 'Dist_construction_sign_01', 'Dist_chinese_screen_panels', 'Dist_utility_box_01', 'Dist_forklift_02', 'Dist_forklift_01']","{'visible_pixels': 749, 'bbox_px': [117, 60, 191, 73], 'centroid_px': [154.0347129506008, 65.71028037383178], 'centroid_norm': [0.8064644657099519, 0.5174037824711164]}",accepted,,895,right,True,2,50,31.100996017456055,4.032035,8.708104,12.513082,"{""score_callback"": 1}"
176,75,controlled-occlusion,e4c59f6082d706936d387d5dbf82f262f1c6d08f5f77042442dfaf8895858015,260922e75c0bcd74384933891b5734252a07d741d3905b57d6aff383ac42be28,4424755390660075829,4424755390660075829,bottom,0.3891861039916183,40.57919302836313,0.10207869199176992,4.121766543686585,"['Dist_industrial_storage_cart', 'Dist_construction_sign_01', 'Dist_Shelf_01', 'Dist_utility_box_01', 'Dist_water_dispenser_01', 'Dist_wooden_bookshelf_worn']","{'visible_pixels': 367, 'bbox_px': [99, 54, 126, 76], 'centroid_px': [113.34604904632153, 64.16621253405995], 'centroid_norm': [0.4993218019661741, 0.505245767984724]}",accepted,,614,bottom,True,16,99,53.78386306762695,0.018112,9.11454,37.865679,"{""candidate_budget_exhausted"": 9, ""score_callback"": 33}"
180,79,controlled-occlusion,07e6926645f3a01c560a42cb46fe6e5cf0712f665257f9cd16f355f63cecbb9f,3ef23f69f1d3d67386a5f975e137c3561717bb9e04413c1b684df721ffa22c16,18403185820053444607,18403185820053444607,left,0.20059055421810051,20.22649205924115,0.8427326106036971,0.8173883296520082,"['Dist_metal_tool_chest', 'Dist_propane_tank', 'Dist_old_tyre', 'Dist_power_box_01', 'Dist_metal_jerrycan', 'Dist_metal_toolbox']","{'visible_pixels': 17022, 'bbox_px': [0, 33, 227, 127], 'centroid_px': [113.48102455645635, 85.43349782634237], 'centroid_norm': [0.49991640773769314, 0.6727047072940344]}",expensive_reject,bounded_local_search_exhausted,0,,,16,48,24.42941975593567,0.018251,6.48438,15.965442,"{""camera_clearance"": 5, ""candidate_budget_exhausted"": 7, ""collision"": 2, ""score_callback"": 9, ""support"": 20}"
183,79,controlled-occlusion,60a93f42c2164632fe7826611acd44bb8280467da49ec79f7b0e8fc15d6156be,11ac204dfe92c3d62853857d16c25907ca1091a8682311adbe01bb3888688f32,11638179707344210669,11638179707344210669,bottom,0.17523444273776634,16.62851385411792,0.09932481890477544,9.964840245879953,"['Dist_barrel_stove', 'Dist_chinese_screen_panels', 'Dist_portable_welding_cart', 'Dist_forklift_01', 'Dist_forklift_02', 'Dist_old_military_compressor']","{'visible_pixels': 217, 'bbox_px': [162, 69, 190, 79], 'centroid_px': [175.79723502304148, 73.80645161290323], 'centroid_norm': [0.9204043718483848, 0.5811531623063246]}",expensive_reject,bounded_local_search_exhausted,0,,,21,110,108.37117552757263,15.333103,15.307672,76.501703,"{""candidate_budget_exhausted"": 13, ""score_callback"": 36}"
184,79,controlled-occlusion,882fadb6e4faafd29cd4cd3dd38d633b0d4a4cfd0a2d5d77e0634fc62473ebd3,bd21349e385613df46e6cbc28a4c87a6b267ae25de023b5462e71e900b5771f1,14270548276312012377,14270548276312012377,left,0.3836264574201448,14.211756363258441,0.375071056510182,1.320035927271307,"['Dist_plastic_crate_01', 'Dist_construction_sign_01', 'Dist_chinese_screen_panels', 'Dist_utility_box_01', 'Dist_portable_welding_cart', 'Dist_concrete_road_barrier_02']","{'visible_pixels': 4829, 'bbox_px': [83, 52, 227, 121], 'centroid_px': [163.88569061917582, 78.48602195071443], 'centroid_norm': [0.7219633947981313, 0.6180001728402711]}",expensive_reject,bounded_local_search_exhausted,0,,,21,58,77.02824234962463,0.022659,54.562151,20.035048,"{""candidate_budget_exhausted"": 14, ""collision"": 7, ""score_callback"": 11, ""support"": 18}"
187,79,controlled-occlusion,08eef602d32ec0768885857ab74b054ee10f0f4cede81f3dd60d842aa75623b4,4b6b6f8ec10971b51e0dceeb9ca2cfd606a72599f7144c200f44dd9c352bd768,4087092818204089104,4087092818204089104,bottom,0.18002557219038512,48.477528260683854,0.16045613114353252,7.023880525674858,"['Dist_forklift_01', 'Dist_construction_sign_01', 'Dist_chinese_screen_panels', 'Dist_utility_box_01', 'Dist_modular_chainlink_fence', 'Dist_cargo_truck_01']","{'visible_pixels': 725, 'bbox_px': [0, 79, 31, 111], 'centroid_px': [16.06758620689655, 94.39172413793104], 'centroid_norm': [0.09451521298174441, 0.7432419223459137]}",accepted,,514,bottom,True,1,53,31.886475324630737,0.020074,22.320655,4.070215,{}
192,83,controlled-occlusion,db222babb4e94806e77925383cdf0bc280d9bcb26e0e6b41969f58b9ae87bb67,f61e27881d1f92be0d03fe5ea4fc9924c4728d11c8b76e435ee332f61de2ac11,8167068482186040407,8167068482186040407,right,0.123365894996608,14.945633060520862,0.23303177187599905,4.468926226202114,"['Dist_industrial_storage_cart', 'Dist_construction_sign_01', 'Dist_Shelf_01', 'Dist_water_dispenser_01', 'Dist_utility_box_01', 'Dist_wooden_bookshelf_worn']","{'visible_pixels': 658, 'bbox_px': [115, 61, 170, 78], 'centroid_px': [142.00455927051672, 69.89057750759878], 'centroid_norm': [0.8353209368853924, 0.5503195079338487]}",expensive_reject,bounded_local_search_exhausted,0,,,21,102,50.886961221694946,3.253599,7.871977,37.594843,"{""candidate_budget_exhausted"": 12, ""score_callback"": 36}"
195,83,controlled-occlusion,47ce937962872e62f8c252900075e94e93d242f3351abc3c747ae3960add16a8,603b69356a360605d719f20beb59893489128dd44f755f73ba0cea3f6391e90a,18027280644165670717,18027280644165670717,bottom,0.4108783468383854,28.654239480388743,0.4245941999729545,1.7745623740330176,"['Dist_propane_tank', 'Dist_construction_sign_01', 'Dist_water_dispenser_01', 'Dist_utility_box_01', 'Dist_bollard_01', 'Dist_old_military_compressor']","{'visible_pixels': 6641, 'bbox_px': [81, 40, 223, 127], 'centroid_px': [155.1028459569342, 77.95226622496612], 'centroid_norm': [0.6832724491494899, 0.613797371850127]}",accepted,,3422,bottom,True,8,60,58.78199124336243,8.888536,15.77924,27.718965,"{""camera_clearance"": 8, ""candidate_budget_exhausted"": 3, ""score_callback"": 14}"
199,85,controlled-occlusion,fbeb3741ae7b9aa7442034a834dc4d637b1959e3810082327753717032be7239,06079b77dcfdaaf584baca628a0d18d0d1d9636cbeed86d60e37b53cea226ebe,14273025226772880577,14273025226772880577,right,0.11092954169765702,5.683132860891792,0.662335781758141,1.0482113207600383,"['Dist_wine_barrel_01', 'Dist_chinese_screen_panels', 'Dist_water_dispenser_01', 'Dist_portable_welding_cart', 'Dist_painted_wooden_cabinet', 'Dist_old_military_compressor']","{'visible_pixels': 8441, 'bbox_px': [0, 13, 220, 84], 'centroid_px': [120.47364056391423, 38.32756782371757], 'centroid_norm': [0.5307208835414724, 0.3017918726276974]}",expensive_reject,bounded_local_search_exhausted,0,,,21,84,45.12682223320007,3.935695,10.941954,28.173528,"{""candidate_budget_exhausted"": 13, ""collision"": 3, ""score_callback"": 23, ""support"": 10}"
201,85,controlled-occlusion,4bb2ad4548e76eff9a8594c524d3284bf79b67e50feb6051ebba918f716da572,d5d2014228d953fdacb7fdad1d25c9e97cd52927143a6e1d0dfe2176a999b1d4,5152931427684084312,5152931427684084312,left,0.3417435681136394,6.447546611922638,0.29959005192826543,3.4760893767071943,"['Dist_chinese_screen_panels', 'Dist_construction_sign_01', 'Dist_Shelf_01', 'Dist_utility_box_01', 'Dist_water_dispenser_01', 'Dist_wooden_bookshelf_worn']","{'visible_pixels': 789, 'bbox_px': [104, 23, 170, 36], 'centroid_px': [136.49429657794676, 30.24081115335868], 'centroid_norm': [0.8029076269290986, 0.23811662325479277]}",expensive_reject,bounded_local_search_exhausted,0,,,21,85,81.59587407112122,6.156677,19.583994,52.412609,"{""candidate_budget_exhausted"": 14, ""collision"": 1, ""score_callback"": 33, ""support"": 2}"
202,85,controlled-occlusion,0b0fd8018038434be515cf217d2546ee7a2f731d76ace9f9ba51a36c63771622,3067b3fa978f9ee24799d68dae6d7a709b08a5a4a4f89e9465c4a891499421d0,8508636142258360767,8508636142258360767,left,0.3743046620576926,38.668858248083716,0.17972249129990822,5.058411025444843,"['Dist_forklift_01', 'Dist_Shelf_01', 'Dist_water_dispenser_01', 'Dist_wooden_bookshelf_worn', 'Dist_covered_car', 'Dist_chinese_screen_panels']","{'visible_pixels': 1093, 'bbox_px': [114, 88, 165, 124], 'centroid_px': [139.195791399817, 105.04117108874657], 'centroid_norm': [0.7287737769623928, 0.8270958353444612]}",accepted,,512,left,True,3,49,45.04691958427429,0.020328,15.48127,20.881452,"{""score_callback"": 8}"
209,89,controlled-occlusion,8d2bc2e4e98a980e888128421d108b67b7ff2f78ae542a2c973bc2788ff8c2a7,182d69266efe0b0746e5cec051fb146bc4911af9c342224aa17c203791c5ddde,13099437915421863979,13099437915421863979,bottom,0.3653783774023659,20.30953912671132,0.19429416337580507,4.109243134119327,"['Dist_old_tyre', 'Dist_construction_sign_01', 'Dist_utility_box_01', 'Dist_portable_welding_cart', 'Dist_concrete_road_barrier_02', 'Dist_concrete_road_barrier']","{'visible_pixels': 848, 'bbox_px': [118, 107, 170, 127], 'centroid_px': [145.16391509433961, 117.81014150943396], 'centroid_norm': [0.8539053829078801, 0.927638909523102]}",expensive_reject,bounded_local_search_exhausted,0,,,21,93,72.35513949394226,0.019574,10.423514,58.388399,"{""candidate_budget_exhausted"": 12, ""score_callback"": 36}"
211,89,controlled-occlusion,50588d35463ca3b50a697306b7a6c9e210460cbf336bdcaa6276673da1f013cc,edafc67e4e882be4d94f03d4e70a93e37f3552a0a173fb9cd8ea5547684d75c2,3617937893768908147,3617937893768908147,right,0.326120944012687,17.683780428149326,0.07998937917856648,8.679500600116743,"['Dist_old_tyre', 'Dist_chinese_screen_panels', 'Dist_Shelf_01', 'Dist_water_dispenser_01', 'Dist_delivery_truck_01', 'Dist_delivery_van_01']","{'visible_pixels': 200, 'bbox_px': [28, 119, 57, 127], 'centroid_px': [43.865, 123.175], 'centroid_norm': [0.19323788546255508, 0.9698818897637795]}",accepted,,829,right,True,3,121,94.5425968170166,0.01923,65.510292,20.24691,"{""score_callback"": 6}"
216,93,controlled-occlusion,f9148bdfc59faab08126a8af3fa7b5b8ade7d1472b181163b39d9e0315323455,c4345271c5834d07e1884a4ca20c3d687627d55e96f21d930532e76be6efba83,14613622280777374569,14613622280777374569,right,0.409656798583364,32.10113396384153,0.5574638590246012,1.4689052353432408,['Dist_bollard_01'],"{'visible_pixels': 7059, 'bbox_px': [10, 36, 145, 125], 'centroid_px': [86.39977333899986, 74.58478538036549], 'centroid_norm': [0.5082339608176463, 0.5872817746485471]}",expensive_reject,bounded_local_search_exhausted,0,,,6,27,43.482234477996826,0.015235,28.381837,13.902446,"{""camera_clearance"": 4, ""candidate_budget_exhausted"": 3, ""score_callback"": 7, ""support"": 1}"
