group_id,duplicate_type,member_paths,shared_hash_count,differing_files,recommended_canonical,archive_candidates,confidence,evidence,deletion_recommended
G053,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/mode_context-rich_004.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/mode_context-rich_004.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/mode_context-rich_004.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/mode_context-rich_004.png,high,"[확인] SHA256 bc5fa3022053d162… 동일, 1271190 bytes x2",false
G054,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_010.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_010.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_010.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_010.png,high,"[확인] SHA256 491a1be1a0abcd5d… 동일, 1270523 bytes x2",false
G055,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/all_pass_001.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/all_pass_001.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/all_pass_001.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/all_pass_001.png,high,"[확인] SHA256 92d31180af6f110a… 동일, 1265551 bytes x2",false
G056,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/pass_examples.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/pass_examples.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/pass_examples.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/pass_examples.png,high,"[확인] SHA256 936a47596046f2d9… 동일, 1264902 bytes x2",false
G057,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_018.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_018.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_018.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_018.png,high,"[확인] SHA256 9bd7faf123f423ba… 동일, 1258921 bytes x2",false
G058,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/all_pass_017.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/all_pass_017.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/all_pass_017.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/all_pass_017.png,high,"[확인] SHA256 2a7c43182bc26f51… 동일, 1252447 bytes x2",false
G059,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_002.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_002.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_002.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_002.png,high,"[확인] SHA256 e65aa8c93b26d2af… 동일, 1251831 bytes x2",false
G060,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/all_pass_005.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/all_pass_005.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/all_pass_005.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/all_pass_005.png,high,"[확인] SHA256 5d7b313476630125… 동일, 1245852 bytes x2",false
G061,A_exact_duplicate_file,data/pallet/_v2_scene_logic_smoke20_seed7500_final_m_exact/rgb/f0007_rgb.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/rgb/f0007_rgb.png,2,,data/pallet/_v2_scene_logic_smoke20_seed7500_final_m_exact/rgb/f0007_rgb.png,data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/rgb/f0007_rgb.png,high,"[확인] SHA256 50073932a860e24e… 동일, 1238855 bytes x2",false
G062,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/mode_cargo-only.png;data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/mode_cargo-only_001.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/mode_cargo-only.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/mode_cargo-only_001.png,4,,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/mode_cargo-only.png,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/mode_cargo-only_001.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/mode_cargo-only.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/mode_cargo-only_001.png,high,"[확인] SHA256 2a8c8620866eda77… 동일, 1238397 bytes x4",false
G063,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_017.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_017.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_017.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_017.png,high,"[확인] SHA256 bc1bd683d8b1b8ea… 동일, 1237514 bytes x2",false
G064,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0071.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0071.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0071.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0071.png,high,"[확인] SHA256 be0b60f5347562d6… 동일, 1216277 bytes x2",false
G065,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/rgb/f0010_rgb.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_m_exact/rgb/f0010_rgb.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/rgb/f0010_rgb.png,3,,data/pallet/_v2_scene_logic_500_seed7500/rgb/f0010_rgb.png,data/pallet/_v2_scene_logic_smoke20_seed7500_final_m_exact/rgb/f0010_rgb.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/rgb/f0010_rgb.png,high,"[확인] SHA256 21abc92b21d77729… 동일, 1209289 bytes x3",false
G066,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0054.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0054.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0054.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0054.png,high,"[확인] SHA256 2cd2971795471aff… 동일, 1198815 bytes x2",false
G067,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0007.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0007.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0007.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0007.png,high,"[확인] SHA256 7b14f71894bea190… 동일, 1197517 bytes x2",false
G068,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0468.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0468.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0468.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0468.png,high,"[확인] SHA256 315bf1c57d24783a… 동일, 1196264 bytes x2",false
G069,A_exact_duplicate_file,data/pallet/_v2_scene_logic_smoke20_seed7500_final_m_exact/eda/overlay_all/f0007.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/eda/overlay_all/f0007.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/eda_phase5/overlay_all/f0007.png,3,,data/pallet/_v2_scene_logic_smoke20_seed7500_final_m_exact/eda/overlay_all/f0007.png,data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/eda/overlay_all/f0007.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/eda_phase5/overlay_all/f0007.png,high,"[확인] SHA256 bb117f5429b81842… 동일, 1191422 bytes x3",false
G070,A_exact_duplicate_file,data/pallet/_v2_scene_logic_smoke20_seed7500_final_m_exact/rgb/f0019_rgb.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/rgb/f0019_rgb.png,2,,data/pallet/_v2_scene_logic_smoke20_seed7500_final_m_exact/rgb/f0019_rgb.png,data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/rgb/f0019_rgb.png,high,"[확인] SHA256 175b7095426e4e91… 동일, 1191222 bytes x2",false
G071,A_exact_duplicate_file,data/pallet/_v2_smoke20_9c_run1/rgb/f0016_rgb.png;data/pallet/_v2_smoke20_9c_run2/rgb/f0016_rgb.png,2,,data/pallet/_v2_smoke20_9c_run1/rgb/f0016_rgb.png,data/pallet/_v2_smoke20_9c_run2/rgb/f0016_rgb.png,high,"[확인] SHA256 3614fbb8a1a6f829… 동일, 1185495 bytes x2",false
G072,A_exact_duplicate_file,data/pallet/_v2_smoke20_9c_run1/rgb/f0003_rgb.png;data/pallet/_v2_smoke20_9c_run2/rgb/f0003_rgb.png,2,,data/pallet/_v2_smoke20_9c_run1/rgb/f0003_rgb.png,data/pallet/_v2_smoke20_9c_run2/rgb/f0003_rgb.png,high,"[확인] SHA256 2c170e7242d51c87… 동일, 1182964 bytes x2",false
G073,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_004.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_004.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_004.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_004.png,high,"[확인] SHA256 20282553779d5f6e… 동일, 1180163 bytes x2",false
G074,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_013.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_013.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_013.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_013.png,high,"[확인] SHA256 f1edd36dc7a487d5… 동일, 1178577 bytes x2",false
G075,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0383.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0383.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0383.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0383.png,high,"[확인] SHA256 9aab66592d5a2ba1… 동일, 1178320 bytes x2",false
G076,A_exact_duplicate_file,data/pallet/_v2_smoke20_9c_run1/eda_9c/contact_sheets/audit_pass_001.png;data/pallet/_v2_smoke20_9c_run2/eda_9c/contact_sheets/audit_pass_001.png,2,,data/pallet/_v2_smoke20_9c_run1/eda_9c/contact_sheets/audit_pass_001.png,data/pallet/_v2_smoke20_9c_run2/eda_9c/contact_sheets/audit_pass_001.png,high,"[확인] SHA256 fdfa8a15c1b02cd6… 동일, 1177096 bytes x2",false
G077,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_001.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_001.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_001.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_001.png,high,"[확인] SHA256 3d786a1d6089cb2c… 동일, 1176011 bytes x2",false
G078,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_014.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_014.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_014.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_014.png,high,"[확인] SHA256 01dd12c859ddf7ed… 동일, 1169431 bytes x2",false
G079,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0198.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0198.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0198.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0198.png,high,"[확인] SHA256 7921ca0014819bde… 동일, 1167088 bytes x2",false
G080,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0374.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0374.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0374.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0374.png,high,"[확인] SHA256 8fb071b994547a6c… 동일, 1165621 bytes x2",false
G081,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/debug_geometry/f0010_debug_geometry.png;data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0010.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/debug_geometry/f0010_debug_geometry.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0010.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_m_exact/eda/debug_geometry/f0010_debug_geometry.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_m_exact/eda/overlay_all/f0010.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/eda/debug_geometry/f0010_debug_geometry.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/eda/overlay_all/f0010.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/eda_phase5/debug_geometry/f0010_debug_geometry.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/eda_phase5/overlay_all/f0010.png,10,,data/pallet/_v2_scene_logic_500_seed7500/eda/debug_geometry/f0010_debug_geometry.png,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0010.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/debug_geometry/f0010_debug_geometry.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0010.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_m_exact/eda/debug_geometry/f0010_debug_geometry.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_m_exact/eda/overlay_all/f0010.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/eda/debug_geometry/f0010_debug_geometry.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/eda/overlay_all/f0010.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/eda_phase5/debug_geometry/f0010_debug_geometry.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/eda_phase5/overlay_all/f0010.png,high,"[확인] SHA256 4947cc4c6f4626d0… 동일, 1165053 bytes x10",false
G082,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/debug_geometry/f0037_debug_geometry.png;data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0037.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/debug_geometry/f0037_debug_geometry.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0037.png,4,,data/pallet/_v2_scene_logic_500_seed7500/eda/debug_geometry/f0037_debug_geometry.png,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0037.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/debug_geometry/f0037_debug_geometry.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0037.png,high,"[확인] SHA256 93132052262d4ed2… 동일, 1158279 bytes x4",false
G083,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_024.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_024.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_024.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_024.png,high,"[확인] SHA256 7d9ec165d3879f07… 동일, 1158132 bytes x2",false
G084,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0098.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0098.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0098.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0098.png,high,"[확인] SHA256 86f8da85f632db16… 동일, 1154969 bytes x2",false
G085,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/debug_geometry/f0030_debug_geometry.png;data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0030.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/debug_geometry/f0030_debug_geometry.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0030.png,4,,data/pallet/_v2_scene_logic_500_seed7500/eda/debug_geometry/f0030_debug_geometry.png,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0030.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/debug_geometry/f0030_debug_geometry.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0030.png,high,"[확인] SHA256 bbed44b821711e95… 동일, 1154490 bytes x4",false
G086,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0161.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0161.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0161.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0161.png,high,"[확인] SHA256 54caca507fe97f53… 동일, 1150602 bytes x2",false
G087,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0302.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0302.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0302.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0302.png,high,"[확인] SHA256 05ca2892728a6e55… 동일, 1147691 bytes x2",false
G088,A_exact_duplicate_file,data/pallet/_v2_smoke20_9c_run1/eda_9c/overlay_all/f0003.png;data/pallet/_v2_smoke20_9c_run2/eda_9c/overlay_all/f0003.png,2,,data/pallet/_v2_smoke20_9c_run1/eda_9c/overlay_all/f0003.png,data/pallet/_v2_smoke20_9c_run2/eda_9c/overlay_all/f0003.png,high,"[확인] SHA256 80254f06132eb030… 동일, 1146789 bytes x2",false
G089,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0057.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0057.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0057.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0057.png,high,"[확인] SHA256 8326f496074bc8b3… 동일, 1145659 bytes x2",false
G090,A_exact_duplicate_file,data/pallet/_v2_smoke20_9c_run1/eda_9c/overlay_all/f0016.png;data/pallet/_v2_smoke20_9c_run2/eda_9c/overlay_all/f0016.png,2,,data/pallet/_v2_smoke20_9c_run1/eda_9c/overlay_all/f0016.png,data/pallet/_v2_smoke20_9c_run2/eda_9c/overlay_all/f0016.png,high,"[확인] SHA256 df9a8c47ec4ce52e… 동일, 1142688 bytes x2",false
G091,A_exact_duplicate_file,data/pallet/_v2_scene_logic_smoke20_seed7500_final_m_exact/eda/debug_geometry/f0019_debug_geometry.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_m_exact/eda/overlay_all/f0019.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/eda/debug_geometry/f0019_debug_geometry.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/eda/overlay_all/f0019.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/eda_phase5/debug_geometry/f0019_debug_geometry.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/eda_phase5/overlay_all/f0019.png,6,,data/pallet/_v2_scene_logic_smoke20_seed7500_final_m_exact/eda/debug_geometry/f0019_debug_geometry.png,data/pallet/_v2_scene_logic_smoke20_seed7500_final_m_exact/eda/overlay_all/f0019.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/eda/debug_geometry/f0019_debug_geometry.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/eda/overlay_all/f0019.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/eda_phase5/debug_geometry/f0019_debug_geometry.png;data/pallet/_v2_scene_logic_smoke20_seed7500_final_n_exact/eda_phase5/overlay_all/f0019.png,high,"[확인] SHA256 9300dfe4e9266676… 동일, 1141222 bytes x6",false
G092,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0472.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0472.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0472.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0472.png,high,"[확인] SHA256 24adceada3a2091b… 동일, 1134238 bytes x2",false
G093,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_015.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_015.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_015.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_015.png,high,"[확인] SHA256 7992d5618d9a85d8… 동일, 1133385 bytes x2",false
G094,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0299.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0299.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0299.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0299.png,high,"[확인] SHA256 8dadcf2d80a51ad1… 동일, 1113251 bytes x2",false
G095,A_exact_duplicate_file,data/pallet/_v2_smoke20_9c_run1/eda_9c/contact_sheets/all_pass_001.png;data/pallet/_v2_smoke20_9c_run2/eda_9c/contact_sheets/all_pass_001.png,2,,data/pallet/_v2_smoke20_9c_run1/eda_9c/contact_sheets/all_pass_001.png,data/pallet/_v2_smoke20_9c_run2/eda_9c/contact_sheets/all_pass_001.png,high,"[확인] SHA256 d9e5f4e555fa63e6… 동일, 1112857 bytes x2",false
G096,A_exact_duplicate_file,data/pallet/_v2_smoke20_9c_run1/eda_9c/contact_sheets/pass_examples.png;data/pallet/_v2_smoke20_9c_run2/eda_9c/contact_sheets/pass_examples.png,2,,data/pallet/_v2_smoke20_9c_run1/eda_9c/contact_sheets/pass_examples.png,data/pallet/_v2_smoke20_9c_run2/eda_9c/contact_sheets/pass_examples.png,high,"[확인] SHA256 a92beec6c9689576… 동일, 1112425 bytes x2",false
G097,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0288.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0288.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0288.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0288.png,high,"[확인] SHA256 d92c1df43fd0327a… 동일, 1111526 bytes x2",false
G098,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0267.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0267.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0267.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0267.png,high,"[확인] SHA256 65a6dd1866e0e407… 동일, 1104159 bytes x2",false
G099,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0366.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0366.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0366.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0366.png,high,"[확인] SHA256 e6b7f46c5a384446… 동일, 1103516 bytes x2",false
G100,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_003.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_003.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_003.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_003.png,high,"[확인] SHA256 9da7b9a54524c35b… 동일, 1100794 bytes x2",false
G101,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0398.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0398.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/overlay_all/f0398.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/overlay_all/f0398.png,high,"[확인] SHA256 8b39a1e18aa765b8… 동일, 1100491 bytes x2",false
G102,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_020.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_020.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_020.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_020.png,high,"[확인] SHA256 92a1befbb464dac6… 동일, 1097192 bytes x2",false
G103,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_021.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_021.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_021.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_021.png,high,"[확인] SHA256 764634c86a7b92d4… 동일, 1096566 bytes x2",false
G104,A_exact_duplicate_file,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_007.png;data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_007.png,2,,data/pallet/_v2_scene_logic_500_seed7500/eda/contact_sheets/audit_pass_007.png,data/pallet/_v2_scene_logic_500_seed7500/eda_phase5/contact_sheets/audit_pass_007.png,high,"[확인] SHA256 944ee480d690777b… 동일, 1094542 bytes x2",false
